"a","log(a/a-1)","ub_old","ub_k2","lb_k2","ub_k2_add","lb_k2_unadd","ub_k3","lb_k3","ub_k3_add","lb_k3_unadd","ub_k4","lb_k4","ub_k4_add","lb_k4_unadd","ub_k2_unadd","ub_k3_unadd","ub_k4_unadd"
11.48,0.0911377119985244,0.0929080401458282,0.0617476536385524,0.0384954695739166,0.0608426931213468,0.0389824770344637,0.0785789110390722,0.0422575682997529,0.355513429149336,0.0419474571517152,0.300018402804207,0.0428235348750792,0.201011192555625,0.043170049861565,0.0617178380799954,0.0703145289744337,0.108220879796381
11.5,0.0909717782057268,0.0832931596666063,0.0615755073959321,0.0384373030875778,0.0675914628418847,0.0382075575000776,0.0781528481837942,0.0421901484533136,0.058978991252548,0.0421250887204257,0.295556407707356,0.0427561720715413,0.118593076209716,0.0435975942449014,0.0610211787923659,0.0652272518914607,0.268776228668665
11.52,0.0908064479581814,0.0843292029679026,0.0614043614553957,0.0383793081275571,0.0525677596848796,0.0380256737450696,0.0777315209743455,0.0421229267861433,0.124706303724142,0.0424389662732063,0.291184485113651,0.0426889821112753,0.470735681204464,0.04351144680832,0.0601539315780043,0.0807112473661431,0.120381541938945
11.54,0.0906417179667373,0.0962802290062048,0.061234207132987,0.0383214839600424,0.0631682499825458,0.038199816093526,0.0773148589735556,0.0420559025398037,0.10259623822643,0.0414980092331131,0.286900494012631,0.0426219647074562,0.405165795438333,0.0427344606215447,0.0631842789908372,0.0757471947804246,0.423559778871121
11.56,0.090477584966116,0.0921368189965918,0.0610650358431247,0.0382638298551694,0.0501990596480413,0.0383287070696561,0.0769027930024352,0.0419890749586144,0.106222164761496,0.041317962066594,0.282702351556516,0.0425551195680496,0.172398499875494,0.0427224840353398,0.0603583033392113,0.0952466393042688,0.109634682284331
11.58,0.0903140457146959,0.0897524213309976,0.0608968390973222,0.0382063450870883,0.0717335846725902,0.0380718541901141,0.0764952551143635,0.0419224432897259,0.0832158312223952,0.0423888244981373,0.278588031283699,0.0424884463963705,0.0975828442449452,0.042670396625569,0.0592510608492003,0.0759586646599707,0.109115014402102
11.6,0.0901510969942975,0.0926305490766299,0.0607296085027459,0.0381490289337865,0.067589184632912,0.0383745415290445,0.0760921785695915,0.0418560067827572,0.0668347400063223,0.0421681315150247,0.274555561402158,0.0424219448901288,0.71408772192047,0.042380562084814,0.0622755749567,0.067692697667028,0.139674953466399
11.62,0.0899887356099725,0.100661766059866,0.0605633357609434,0.038091880677371,0.052127572208767,0.0378688470870457,0.0756934978105872,0.0417897646904867,0.0314031381853983,0.0416710690005457,0.27060302313133,0.0423556147434166,0.396285856109937,0.0428863246959542,0.0613094972187023,0.0704814503169535,0.100106557639864
11.64,0.0898269583897934,0.08654500545576,0.0603980126665262,0.0380348996036184,0.0532298038583079,0.0382218809373865,0.0752991484378364,0.0417237162679835,0.121706054397656,0.0412102198774227,0.266728549099591,0.0422894556444181,0.317869516482816,0.0420089035188153,0.0596257254833977,0.0744403296725462,0.127391275175153
11.66,0.0896657621846478,0.0941303486925454,0.060233631105917,0.0379780850022418,0.051039265688815,0.037826416746075,0.0749090671862453,0.0416578607733024,0.0319978306704056,0.0418323806268768,0.262930321795675,0.0422234672776457,0.225196394461017,0.0425342790325546,0.0626052447649456,0.0720776067807974,0.193677316857414
11.68,0.0895051438680322,0.0926266251328415,0.0600701830561223,0.0379214361668896,0.0526917823620956,0.0373353090874963,0.0745231919021584,0.0415921974673211,0.059919382725003,0.0409738011987805,0.259206572072107,0.0421576493233679,0.0610761173500485,0.0407008744762447,0.0589796560060672,0.0652343757750051,0.197389600247824
